State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
KY,Kentucky,2017,April,12 month-ending,Number of Drug Overdose Deaths,1580,100,0.012489332,*Likely underreported due to incomplete data
KY,Kentucky,2017,May,12 month-ending,Number of Drug Overdose Deaths,1583,100,0.0145442457,*Likely underreported due to incomplete data
KY,Kentucky,2017,June,12 month-ending,Number of Drug Overdose Deaths,1564,100,0.0165820292,*Likely underreported due to incomplete data
KY,Kentucky,2017,July,12 month-ending,Number of Drug Overdose Deaths,1568,100,0.0165923468,*Likely underreported due to incomplete data
KY,Kentucky,2017,August,12 month-ending,Number of Drug Overdose Deaths,1575,100,0.0186997444,*Likely underreported due to incomplete data
KY,Kentucky,2017,September,12 month-ending,Number of Drug Overdose Deaths,1566,100,0.0187535163,*Likely underreported due to incomplete data
LA,Louisiana,2015,January,12 month-ending,Number of Deaths,44100,100,0.0362811791,
LA,Louisiana,2015,February,12 month-ending,Number of Deaths,44150,100,0.0430351076,
LA,Louisiana,2015,March,12 month-ending,Number of Deaths,44301,100,0.040631137,
LA,Louisiana,2015,April,12 month-ending,Number of Deaths,44230,100,0.0520009044,
LA,Louisiana,2015,May,12 month-ending,Number of Deaths,44154,100,0.0566200118,
LA,Louisiana,2015,June,12 month-ending,Number of Deaths,44191,100,0.0656242221,
LA,Louisiana,2015,July,12 month-ending,Number of Deaths,44204,100,0.0723916388,
LA,Louisiana,2015,August,12 month-ending,Number of Deaths,44240,100,0.0768535262,
LA,Louisiana,2015,September,12 month-ending,Number of Deaths,44371,100,0.0811340741,
LA,Louisiana,2015,October,12 month-ending,Number of Deaths,44348,100,0.0789212591,
LA,Louisiana,2015,November,12 month-ending,Number of Deaths,44169,100,0.0769770654,
LA,Louisiana,2015,December,12 month-ending,Number of Deaths,43914,100,0.0842555905,
LA,Louisiana,2016,January,12 month-ending,Number of Deaths,43495,100,0.0827681343,
LA,Louisiana,2016,February,12 month-ending,Number of Deaths,43428,100,0.0759878419,
LA,Louisiana,2016,March,12 month-ending,Number of Deaths,43445,100,0.075958108,
LA,Louisiana,2016,April,12 month-ending,Number of Deaths,43610,100,0.0664985095,
LA,Louisiana,2016,May,12 month-ending,Number of Deaths,43743,100,0.0594380815,
LA,Louisiana,2016,June,12 month-ending,Number of Deaths,43768,100,0.0479802596,
LA,Louisiana,2016,July,12 month-ending,Number of Deaths,43742,100,0.0342919848,
LA,Louisiana,2016,August,12 month-ending,Number of Deaths,43939,100,0.0295864722,
LA,Louisiana,2016,September,12 month-ending,Number of Deaths,44033,100,0.0249812641,
LA,Louisiana,2016,October,12 month-ending,Number of Deaths,44225,100,0.018089316,
LA,Louisiana,2016,November,12 month-ending,Number of Deaths,44340,100,0.0157870997,
LA,Louisiana,2016,December,12 month-ending,Number of Deaths,44411,100,0.0090067776,
LA,Louisiana,2017,January,12 month-ending,Number of Deaths,44571,100,0.006730834,*Likely underreported due to incomplete data
LA,Louisiana,2017,February,12 month-ending,Number of Deaths,44586,100,0.008971426,*Likely underreported due to incomplete data
LA,Louisiana,2017,March,12 month-ending,Number of Deaths,44757,100,0.0111714369,*Likely underreported due to incomplete data
LA,Louisiana,2017,April,12 month-ending,Number of Deaths,44827,100,0.0089231936,*Likely underreported due to incomplete data
MD,Maryland,2015,June,12 month-ending,Cocaine (T40.5),122,100,0.010570601,
LA,Louisiana,2017,May,12 month-ending,Number of Deaths,44897,100,0.0111366016,*Likely underreported due to incomplete data
LA,Louisiana,2017,June,12 month-ending,Number of Deaths,44950,100,0.0133481646,*Likely underreported due to incomplete data
LA,Louisiana,2017,July,12 month-ending,Number of Deaths,44967,100,0.0177908244,*Likely underreported due to incomplete data
LA,Louisiana,2017,August,12 month-ending,Number of Deaths,45001,100,0.0222217284,*Likely underreported due to incomplete data
LA,Louisiana,2017,September,12 month-ending,Number of Deaths,44980,100,0.0222321032,*Likely underreported due to incomplete data
LA,Louisiana,2015,January,12 month-ending,Number of Drug Overdose Deaths,782,100,0.0362811791,
LA,Louisiana,2015,February,12 month-ending,Number of Drug Overdose Deaths,785,100,0.0430351076,
LA,Louisiana,2015,March,12 month-ending,Number of Drug Overdose Deaths,784,100,0.040631137,
LA,Louisiana,2015,April,12 month-ending,Number of Drug Overdose Deaths,796,100,0.0520009044,
LA,Louisiana,2015,May,12 month-ending,Number of Drug Overdose Deaths,803,100,0.0566200118,
LA,Louisiana,2015,June,12 month-ending,Number of Drug Overdose Deaths,802,100,0.0656242221,
LA,Louisiana,2015,July,12 month-ending,Number of Drug Overdose Deaths,825,100,0.0723916388,
LA,Louisiana,2015,August,12 month-ending,Number of Drug Overdose Deaths,823,100,0.0768535262,
LA,Louisiana,2015,September,12 month-ending,Number of Drug Overdose Deaths,838,100,0.0811340741,
LA,Louisiana,2015,October,12 month-ending,Number of Drug Overdose Deaths,834,100,0.0789212591,
LA,Louisiana,2015,November,12 month-ending,Number of Drug Overdose Deaths,853,100,0.0769770654,
LA,Louisiana,2015,December,12 month-ending,Number of Drug Overdose Deaths,875,100,0.0842555905,
LA,Louisiana,2016,January,12 month-ending,Number of Drug Overdose Deaths,890,100,0.0827681343,
LA,Louisiana,2016,February,12 month-ending,Number of Drug Overdose Deaths,901,100,0.0759878419,
LA,Louisiana,2016,March,12 month-ending,Number of Drug Overdose Deaths,894,100,0.075958108,
LA,Louisiana,2016,April,12 month-ending,Number of Drug Overdose Deaths,893,100,0.0664985095,
LA,Louisiana,2016,May,12 month-ending,Number of Drug Overdose Deaths,899,100,0.0594380815,
LA,Louisiana,2016,June,12 month-ending,Number of Drug Overdose Deaths,941,100,0.0479802596,
LA,Louisiana,2016,July,12 month-ending,Number of Drug Overdose Deaths,962,100,0.0342919848,
LA,Louisiana,2016,August,12 month-ending,Number of Drug Overdose Deaths,979,100,0.0295864722,
LA,Louisiana,2016,September,12 month-ending,Number of Drug Overdose Deaths,997,100,0.0249812641,
LA,Louisiana,2016,October,12 month-ending,Number of Drug Overdose Deaths,1021,100,0.018089316,
LA,Louisiana,2016,November,12 month-ending,Number of Drug Overdose Deaths,1012,100,0.0157870997,
LA,Louisiana,2016,December,12 month-ending,Number of Drug Overdose Deaths,1004,100,0.0090067776,
LA,Louisiana,2017,January,12 month-ending,Number of Drug Overdose Deaths,1016,100,0.006730834,*Likely underreported due to incomplete data
LA,Louisiana,2017,February,12 month-ending,Number of Drug Overdose Deaths,1009,100,0.008971426,*Likely underreported due to incomplete data
LA,Louisiana,2017,March,12 month-ending,Number of Drug Overdose Deaths,1019,100,0.0111714369,*Likely underreported due to incomplete data
LA,Louisiana,2017,April,12 month-ending,Number of Drug Overdose Deaths,1035,100,0.0089231936,*Likely underreported due to incomplete data
LA,Louisiana,2017,May,12 month-ending,Number of Drug Overdose Deaths,1029,100,0.0111366016,*Likely underreported due to incomplete data
LA,Louisiana,2017,June,12 month-ending,Number of Drug Overdose Deaths,1014,100,0.0133481646,*Likely underreported due to incomplete data
LA,Louisiana,2017,July,12 month-ending,Number of Drug Overdose Deaths,1005,100,0.0177908244,*Likely underreported due to incomplete data
LA,Louisiana,2017,August,12 month-ending,Number of Drug Overdose Deaths,1018,100,0.0222217284,*Likely underreported due to incomplete data
LA,Louisiana,2017,September,12 month-ending,Number of Drug Overdose Deaths,1012,100,0.0222321032,*Likely underreported due to incomplete data
MA,Massachusetts,2015,January,12 month-ending,Number of Deaths,57044,100,1.2989972653,
MA,Massachusetts,2015,February,12 month-ending,Number of Deaths,57676,100,1.3367778625,
MA,Massachusetts,2015,March,12 month-ending,Number of Deaths,58056,100,1.3435303845,
MA,Massachusetts,2015,April,12 month-ending,Number of Deaths,58197,100,1.3901060192,
MA,Massachusetts,2015,May,12 month-ending,Number of Deaths,58356,100,1.3794639797,
MA,Massachusetts,2015,June,12 month-ending,Number of Deaths,58523,100,1.4062847086,
MA,Massachusetts,2015,July,12 month-ending,Number of Deaths,58729,100,1.4115683904,
MA,Massachusetts,2015,August,12 month-ending,Number of Deaths,58790,100,1.4015989114,
MA,Massachusetts,2015,September,12 month-ending,Number of Deaths,58924,100,1.3322245605,
MA,Massachusetts,2015,October,12 month-ending,Number of Deaths,59151,100,1.2747037244,
MA,Massachusetts,2015,November,12 month-ending,Number of Deaths,59104,100,1.082837033,
MA,Massachusetts,2015,December,12 month-ending,Number of Deaths,58761,100,0.813464713,
MA,Massachusetts,2016,January,12 month-ending,Number of Deaths,57874,100,0.749904966,
MA,Massachusetts,2016,February,12 month-ending,Number of Deaths,57469,100,0.6768866693,
MA,Massachusetts,2016,March,12 month-ending,Number of Deaths,57250,100,0.6462882096,
MA,Massachusetts,2016,April,12 month-ending,Number of Deaths,57077,100,0.5729102791,
MA,Massachusetts,2016,May,12 month-ending,Number of Deaths,56934,100,0.5269259142,
MA,Massachusetts,2016,June,12 month-ending,Number of Deaths,56937,100,0.447863428,
MA,Massachusetts,2016,July,12 month-ending,Number of Deaths,56793,100,0.3926540243,
MA,Massachusetts,2016,August,12 month-ending,Number of Deaths,56981,100,0.391358523,
MA,Massachusetts,2016,September,12 month-ending,Number of Deaths,57129,100,0.3850933851,
MA,Massachusetts,2016,October,12 month-ending,Number of Deaths,57073,100,0.3697019606,
MA,Massachusetts,2016,November,12 month-ending,Number of Deaths,57362,100,0.4532617412,
MA,Massachusetts,2016,December,12 month-ending,Number of Deaths,57861,100,0.4804617964,
MA,Massachusetts,2017,January,12 month-ending,Number of Deaths,58454,100,0.4926951107,*Likely underreported due to incomplete data
MA,Massachusetts,2017,February,12 month-ending,Number of Deaths,58797,100,0.5408439206,*Likely underreported due to incomplete data
MA,Massachusetts,2017,March,12 month-ending,Number of Deaths,58965,100,0.5766132451,*Likely underreported due to incomplete data
MA,Massachusetts,2017,April,12 month-ending,Number of Deaths,59087,100,0.6160407535,*Likely underreported due to incomplete data
MA,Massachusetts,2017,May,12 month-ending,Number of Deaths,59071,100,0.6754583467,*Likely underreported due to incomplete data
MA,Massachusetts,2017,June,12 month-ending,Number of Deaths,59163,100,0.7521592887,*Likely underreported due to incomplete data
MA,Massachusetts,2017,July,12 month-ending,Number of Deaths,59430,100,0.7857984183,*Likely underreported due to incomplete data
MA,Massachusetts,2017,August,12 month-ending,Number of Deaths,59582,100,0.8324661811,*Likely underreported due to incomplete data
MA,Massachusetts,2017,September,12 month-ending,Number of Deaths,59526,100,0.8450089037,*Likely underreported due to incomplete data
MA,Massachusetts,2015,January,12 month-ending,Number of Drug Overdose Deaths,1296,100,1.2989972653,
MA,Massachusetts,2015,February,12 month-ending,Number of Drug Overdose Deaths,1288,100,1.3367778625,
MA,Massachusetts,2015,March,12 month-ending,Number of Drug Overdose Deaths,1331,100,1.3435303845,
MA,Massachusetts,2015,April,12 month-ending,Number of Drug Overdose Deaths,1376,100,1.3901060192,
MA,Massachusetts,2015,May,12 month-ending,Number of Drug Overdose Deaths,1395,100,1.3794639797,
MA,Massachusetts,2015,June,12 month-ending,Number of Drug Overdose Deaths,1408,100,1.4062847086,
MA,Massachusetts,2015,July,12 month-ending,Number of Drug Overdose Deaths,1453,100,1.4115683904,
MA,Massachusetts,2015,August,12 month-ending,Number of Drug Overdose Deaths,1494,100,1.4015989114,
MA,Massachusetts,2015,September,12 month-ending,Number of Drug Overdose Deaths,1549,100,1.3322245605,
MA,Massachusetts,2015,October,12 month-ending,Number of Drug Overdose Deaths,1623,100,1.2747037244,
MA,Massachusetts,2015,November,12 month-ending,Number of Drug Overdose Deaths,1702,100,1.082837033,
MA,Massachusetts,2015,December,12 month-ending,Number of Drug Overdose Deaths,1723,100,0.813464713,
MA,Massachusetts,2016,January,12 month-ending,Number of Drug Overdose Deaths,1738,100,0.749904966,
MA,Massachusetts,2016,February,12 month-ending,Number of Drug Overdose Deaths,1788,100,0.6768866693,
MA,Massachusetts,2016,March,12 month-ending,Number of Drug Overdose Deaths,1812,100,0.6462882096,
MA,Massachusetts,2016,April,12 month-ending,Number of Drug Overdose Deaths,1889,100,0.5729102791,
MA,Massachusetts,2016,May,12 month-ending,Number of Drug Overdose Deaths,1932,100,0.5269259142,
MA,Massachusetts,2016,June,12 month-ending,Number of Drug Overdose Deaths,2001,100,0.447863428,
MA,Massachusetts,2016,July,12 month-ending,Number of Drug Overdose Deaths,2073,100,0.3926540243,
MA,Massachusetts,2016,August,12 month-ending,Number of Drug Overdose Deaths,2089,100,0.391358523,
MA,Massachusetts,2016,September,12 month-ending,Number of Drug Overdose Deaths,2131,100,0.3850933851,
MA,Massachusetts,2016,October,12 month-ending,Number of Drug Overdose Deaths,2143,100,0.3697019606,
MA,Massachusetts,2016,November,12 month-ending,Number of Drug Overdose Deaths,2157,100,0.4532617412,
MA,Massachusetts,2016,December,12 month-ending,Number of Drug Overdose Deaths,2198,100,0.4804617964,
MA,Massachusetts,2017,January,12 month-ending,Number of Drug Overdose Deaths,2223,100,0.4926951107,*Likely underreported due to incomplete data
MA,Massachusetts,2017,February,12 month-ending,Number of Drug Overdose Deaths,2201,100,0.5408439206,*Likely underreported due to incomplete data
MA,Massachusetts,2017,March,12 month-ending,Number of Drug Overdose Deaths,2193,100,0.5766132451,*Likely underreported due to incomplete data
MA,Massachusetts,2017,April,12 month-ending,Number of Drug Overdose Deaths,2155,100,0.6160407535,*Likely underreported due to incomplete data
MA,Massachusetts,2017,May,12 month-ending,Number of Drug Overdose Deaths,2122,100,0.6754583467,*Likely underreported due to incomplete data
MA,Massachusetts,2017,June,12 month-ending,Number of Drug Overdose Deaths,2081,100,0.7521592887,*Likely underreported due to incomplete data
MA,Massachusetts,2017,July,12 month-ending,Number of Drug Overdose Deaths,2051,100,0.7857984183,*Likely underreported due to incomplete data
MA,Massachusetts,2017,August,12 month-ending,Number of Drug Overdose Deaths,2072,100,0.8324661811,*Likely underreported due to incomplete data
MA,Massachusetts,2017,September,12 month-ending,Number of Drug Overdose Deaths,2067,100,0.8450089037,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Cocaine (T40.5),109,100,0.0085851648,
MD,Maryland,2015,February,12 month-ending,Cocaine (T40.5),117,100,0.0085534053,
MD,Maryland,2015,March,12 month-ending,Cocaine (T40.5),119,100,0.0085437225,
MD,Maryland,2015,April,12 month-ending,Cocaine (T40.5),119,100,0.0106546198,
MD,Maryland,2015,May,12 month-ending,Cocaine (T40.5),121,100,0.0106168383,
MD,Maryland,2015,July,12 month-ending,Cocaine (T40.5),131,100,0.0105516397,
MD,Maryland,2015,August,12 month-ending,Cocaine (T40.5),139,100,0.0105358535,
MD,Maryland,2015,September,12 month-ending,Cocaine (T40.5),144,100,0.0147414973,
MD,Maryland,2015,October,12 month-ending,Cocaine (T40.5),150,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Cocaine (T40.5),143,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,Cocaine (T40.5),145,100,0.0212035113,
MD,Maryland,2016,January,12 month-ending,Cocaine (T40.5),154,100,0.0214523222,
MD,Maryland,2016,February,12 month-ending,Cocaine (T40.5),164,100,0.0214196976,
MD,Maryland,2016,March,12 month-ending,Cocaine (T40.5),171,100,0.0214183212,
MD,Maryland,2016,April,12 month-ending,Cocaine (T40.5),179,100,0.0191905838,
MD,Maryland,2016,May,12 month-ending,Cocaine (T40.5),199,100,0.0233773962,
MD,Maryland,2016,June,12 month-ending,Cocaine (T40.5),221,100,0.025466893,
MD,Maryland,2016,July,12 month-ending,Cocaine (T40.5),237,100,0.0274754306,
MD,Maryland,2016,August,12 month-ending,Cocaine (T40.5),243,100,0.0273407925,
MD,Maryland,2016,September,12 month-ending,Cocaine (T40.5),259,100,0.0250689396,
MD,Maryland,2016,October,12 month-ending,Cocaine (T40.5),275,100,0.0228952024,
MD,Maryland,2016,November,12 month-ending,Cocaine (T40.5),298,100,0.018613886,
MD,Maryland,2016,December,12 month-ending,Cocaine (T40.5),316,100,0.0164379058,
MD,Maryland,2017,January,12 month-ending,Cocaine (T40.5),329,100,0.0163152099,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Cocaine (T40.5),335,100,0.0182956578,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Cocaine (T40.5),346,100,0.0202048775,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Cocaine (T40.5),380,100,0.0221863655,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Cocaine (T40.5),388,100,0.0221944231,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Cocaine (T40.5),404,100,0.0281900006,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Cocaine (T40.5),410,100,0.0302797852,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Cocaine (T40.5),434,100,0.0383381424,*Likely underreported due to incomplete data
MD,Maryland,2017,September,12 month-ending,Cocaine (T40.5),458,100,0.0403307118,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Heroin (T40.1),327,100,0.0085851648,
MD,Maryland,2015,February,12 month-ending,Heroin (T40.1),336,100,0.0085534053,
MD,Maryland,2015,March,12 month-ending,Heroin (T40.1),335,100,0.0085437225,
MD,Maryland,2015,April,12 month-ending,Heroin (T40.1),329,100,0.0106546198,
MD,Maryland,2015,May,12 month-ending,Heroin (T40.1),337,100,0.0106168383,
MD,Maryland,2015,June,12 month-ending,Heroin (T40.1),331,100,0.010570601,
MD,Maryland,2015,July,12 month-ending,Heroin (T40.1),342,100,0.0105516397,
MD,Maryland,2015,August,12 month-ending,Heroin (T40.1),363,100,0.0105358535,
MD,Maryland,2015,September,12 month-ending,Heroin (T40.1),381,100,0.0147414973,
MD,Maryland,2015,October,12 month-ending,Heroin (T40.1),390,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Heroin (T40.1),396,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,Heroin (T40.1),422,100,0.0212035113,
MD,Maryland,2016,January,12 month-ending,Heroin (T40.1),418,100,0.0214523222,
MD,Maryland,2016,February,12 month-ending,Heroin (T40.1),421,100,0.0214196976,
MD,Maryland,2016,March,12 month-ending,Heroin (T40.1),433,100,0.0214183212,
MD,Maryland,2016,April,12 month-ending,Heroin (T40.1),468,100,0.0191905838,
MD,Maryland,2016,May,12 month-ending,Heroin (T40.1),506,100,0.0233773962,
MD,Maryland,2016,June,12 month-ending,Heroin (T40.1),560,100,0.025466893,
MD,Maryland,2016,July,12 month-ending,Heroin (T40.1),596,100,0.0274754306,
MD,Maryland,2016,August,12 month-ending,Heroin (T40.1),604,100,0.0273407925,
MD,Maryland,2016,September,12 month-ending,Heroin (T40.1),609,100,0.0250689396,
MD,Maryland,2016,October,12 month-ending,Heroin (T40.1),626,100,0.0228952024,
MD,Maryland,2016,November,12 month-ending,Heroin (T40.1),633,100,0.018613886,
MD,Maryland,2016,December,12 month-ending,Heroin (T40.1),656,100,0.0164379058,
MD,Maryland,2017,January,12 month-ending,Heroin (T40.1),679,100,0.0163152099,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Heroin (T40.1),688,100,0.0182956578,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Heroin (T40.1),692,100,0.0202048775,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Heroin (T40.1),683,100,0.0221863655,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Heroin (T40.1),646,100,0.0221944231,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Heroin (T40.1),613,100,0.0281900006,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Heroin (T40.1),582,100,0.0302797852,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Heroin (T40.1),574,100,0.0383381424,*Likely underreported due to incomplete data
MD,Maryland,2017,September,12 month-ending,Heroin (T40.1),572,100,0.0403307118,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Methadone (T40.3),150,100,0.0085851648,
MD,Maryland,2015,February,12 month-ending,Methadone (T40.3),161,100,0.0085534053,
MD,Maryland,2015,March,12 month-ending,Methadone (T40.3),163,100,0.0085437225,
MD,Maryland,2015,April,12 month-ending,Methadone (T40.3),171,100,0.0106546198,
MD,Maryland,2015,May,12 month-ending,Methadone (T40.3),173,100,0.0106168383,
MD,Maryland,2015,June,12 month-ending,Methadone (T40.3),170,100,0.010570601,
MD,Maryland,2015,July,12 month-ending,Methadone (T40.3),176,100,0.0105516397,
MD,Maryland,2015,August,12 month-ending,Methadone (T40.3),166,100,0.0105358535,
MD,Maryland,2015,September,12 month-ending,Methadone (T40.3),175,100,0.0147414973,
MD,Maryland,2015,October,12 month-ending,Methadone (T40.3),183,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Methadone (T40.3),184,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,Methadone (T40.3),188,100,0.0212035113,
MD,Maryland,2016,January,12 month-ending,Methadone (T40.3),179,100,0.0214523222,
MD,Maryland,2016,February,12 month-ending,Methadone (T40.3),183,100,0.0214196976,
MD,Maryland,2016,March,12 month-ending,Methadone (T40.3),183,100,0.0214183212,
MD,Maryland,2016,April,12 month-ending,Methadone (T40.3),180,100,0.0191905838,
MD,Maryland,2016,May,12 month-ending,Methadone (T40.3),177,100,0.0233773962,
MD,Maryland,2016,June,12 month-ending,Methadone (T40.3),180,100,0.025466893,
MD,Maryland,2016,July,12 month-ending,Methadone (T40.3),180,100,0.0274754306,
MD,Maryland,2016,August,12 month-ending,Methadone (T40.3),191,100,0.0273407925,
MD,Maryland,2016,September,12 month-ending,Methadone (T40.3),190,100,0.0250689396,
MD,Maryland,2016,October,12 month-ending,Methadone (T40.3),188,100,0.0228952024,
MD,Maryland,2016,November,12 month-ending,Methadone (T40.3),189,100,0.018613886,
MD,Maryland,2016,December,12 month-ending,Methadone (T40.3),194,100,0.0164379058,
MD,Maryland,2017,January,12 month-ending,Methadone (T40.3),200,100,0.0163152099,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Methadone (T40.3),189,100,0.0182956578,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Methadone (T40.3),202,100,0.0202048775,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Methadone (T40.3),209,100,0.0221863655,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Methadone (T40.3),215,100,0.0221944231,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Methadone (T40.3),218,100,0.0281900006,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Methadone (T40.3),216,100,0.0302797852,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Methadone (T40.3),222,100,0.0383381424,*Likely underreported due to incomplete data
MD,Maryland,2017,September,12 month-ending,Methadone (T40.3),227,100,0.0403307118,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),400,100,0.0085851648,
MD,Maryland,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),406,100,0.0085534053,
MD,Maryland,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),403,100,0.0085437225,
MD,Maryland,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),405,100,0.0106546198,
MD,Maryland,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),403,100,0.0106168383,
MD,Maryland,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),394,100,0.010570601,
MD,Maryland,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),393,100,0.0105516397,
MD,Maryland,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),394,100,0.0105358535,
MD,Maryland,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),401,100,0.0147414973,
MD,Maryland,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),418,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),418,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),408,100,0.0212035113,
MD,Maryland,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),394,100,0.0214523222,
MD,Maryland,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),404,100,0.0214196976,
MD,Maryland,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),431,100,0.0214183212,
MD,Maryland,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),472,100,0.0191905838,
MD,Maryland,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),508,100,0.0233773962,
MD,Maryland,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),551,100,0.025466893,
MD,Maryland,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),573,100,0.0274754306,
MD,Maryland,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),603,100,0.0273407925,
MD,Maryland,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),633,100,0.0250689396,
MD,Maryland,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),632,100,0.0228952024,
MD,Maryland,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),665,100,0.018613886,
MD,Maryland,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),694,100,0.0164379058,
MD,Maryland,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),713,100,0.0163152099,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),709,100,0.0182956578,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),714,100,0.0202048775,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),704,100,0.0221863655,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),693,100,0.0221944231,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),663,100,0.0281900006,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),642,100,0.0302797852,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),612,100,0.0383381424,*Likely underreported due to incomplete data
MD,Maryland,2017,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),594,100,0.0403307118,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Number of Deaths,46592,100,0.0085851648,
MD,Maryland,2015,February,12 month-ending,Number of Deaths,46765,100,0.0085534053,
MD,Maryland,2015,March,12 month-ending,Number of Deaths,46818,100,0.0085437225,
MD,Maryland,2015,April,12 month-ending,Number of Deaths,46928,100,0.0106546198,
MD,Maryland,2015,May,12 month-ending,Number of Deaths,47095,100,0.0106168383,
MD,Maryland,2015,June,12 month-ending,Number of Deaths,47301,100,0.010570601,
MD,Maryland,2015,July,12 month-ending,Number of Deaths,47386,100,0.0105516397,
MD,Maryland,2015,August,12 month-ending,Number of Deaths,47457,100,0.0105358535,
MD,Maryland,2015,September,12 month-ending,Number of Deaths,47485,100,0.0147414973,
MD,Maryland,2015,October,12 month-ending,Number of Deaths,47630,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Number of Deaths,47583,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,Number of Deaths,47162,100,0.0212035113,
MD,Maryland,2016,January,12 month-ending,Number of Deaths,46615,100,0.0214523222,
MD,Maryland,2016,February,12 month-ending,Number of Deaths,46686,100,0.0214196976,
MD,Maryland,2016,March,12 month-ending,Number of Deaths,46689,100,0.0214183212,
